"","category_list","funding_total_usd","country_code","invest_duration","deals","ex_sd","ex_sd_5years","ex_mean_5years","IPO_mean_5years","IPO_growth_5years","MA_mean_5years","MA_growth_5years","label"
"9425","Enterprise Software",670020,"IRL",23.5714285714286,1,332.650930201571,121.755071845078,881.552,24.8833333333333,-0.631578947368421,10.0333333333333,1.21428571428571,"0"
"9426","Cloud Infrastructure",110000,"USA",36,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9427","Analytics",5850000,"USA",65.7142857142857,4,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9428","Finance",40000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9429","Software",6855000,"USA",120.857142857143,5,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"9430","Apps",2e+05,"ESP",0,1,354.665676198768,128.062318228275,1097.19,31.1333333333333,-0.307692307692308,32.8166666666667,0.111111111111111,"0"
"9431","Fitness",1e+05,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9432","Brand Marketing",67300000,"USA",241.285714285714,35,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9433","Advertising",65100000,"USA",284.857142857143,17,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9434","Consumer Electronics",1878595,"CAN",108.857142857143,2,505.85272116889,154.263460936153,1466.516,19.1166666666667,0.142857142857143,39.65,-0.075,"0"
"9435","Software",1e+05,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9436","Application Platforms",8e+05,"USA",0,2,408.171554463965,83.0290823747921,1265.688,17.2333333333333,-0.409090909090909,61.6333333333333,0.0208333333333333,"0"
"9437","Mobile",2775000,"USA",35.7142857142857,5,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9438","Hardware + Software",7300000,"USA",89.4285714285714,3,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"1"
"9439","Apps",50000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9440","Hardware + Software",1280000,"RUS",190.714285714286,2,32694.9996306408,5421.67666470438,45679.85,7.45,-0.833333333333333,4.9,-0.8,"0"
"9441","Curated Web",3154164,"USA",33.8571428571429,5,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"9442","Education",19389998,"USA",268.857142857143,3,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"9443","E-Commerce",1e+06,"USA",107.857142857143,6,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9444","Collaboration",605000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9445","Internet",750000,"USA",0,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9446","Messaging",2200000,"USA",0,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9447","Advertising",1.2e+07,"USA",251.714285714286,3,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"9448","Advertising",1.6e+07,"USA",304.428571428571,9,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"9449","Social Media",10998000,"USA",130.428571428571,5,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9450","Apps",2395319,"USA",163.428571428571,4,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9451","Content Syndication",6.8e+07,"USA",263.857142857143,7,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"9452","Business Productivity",835000,"USA",78.1428571428571,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9453","Analytics",2110000,"USA",22.5714285714286,3,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9454","Software",14699973,"USA",236.142857142857,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9455","Concerts",402450,"GBR",76,2,332.650930201571,121.755071845078,881.552,45.7333333333333,-0.222222222222222,38.4666666666667,0.0606060606060606,"0"
"9456","Market Research",2001339,"GBR",75.5714285714286,1,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"9457","Biotechnology",5.3e+07,"USA",234.428571428571,3,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"9458","Consumers",2013684.33364246,"GBR",83.8571428571429,6,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"9459","Advertising",15700000,"USA",247.857142857143,8,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"9460","E-Commerce",934725004,"USA",239.285714285714,31,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9461","Apps",5796518,"USA",161,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"1"
"9462","Fitness",3e+07,"USA",29.8571428571429,5,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9463","Mobile",1600000,"IND",101.571428571429,2,33381.9487012152,5817.33538683906,81240.942,3.25,1,6.46666666666667,-0.625,"0"
"9464","Consumer Electronics",1410816,"USA",15.8571428571429,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9465","Interior Design",12600000,"IND",33.8571428571429,6,33381.9487012152,5817.33538683906,81240.942,3.25,1,6.46666666666667,-0.625,"0"
"9466","Beauty",5e+05,"VNM",0,5,10466220.3936528,2569627.13309071,28473844.084,3.18333333333333,0,8.51666666666667,0.555555555555556,"0"
"9467","Music",3e+07,"CHN",264.428571428571,6,2423.75249523914,611.848456261843,8103.314,24.7833333333333,3.72727272727273,10.8,-1,"0"
"9468","Android",460000,"USA",10.4285714285714,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9469","Hardware + Software",494561,"GBR",0,2,332.650930201571,98.7418114073263,323.232,44.4333333333333,0.0740740740740741,41.2833333333333,-0.184210526315789,"0"
"9470","Mobile",2.1e+07,"CHN",48.5714285714286,8,2423.75249523914,1260.18817494849,8507.204,19.85,0.363636363636364,8.38333333333333,-1,"0"
"9471","Finance",320125,"ESP",0,1,354.665676198768,149.855723180665,1073.778,33.7833333333333,-0.459459459459459,27.95,0.2,"0"
"9472","Software",19250000,"USA",86.1428571428571,5,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"9473","Games",1058197,"KOR",73.5714285714286,3,489702.373787573,254269.903926392,1558856.242,20.05,-0.815789473684211,18.7666666666667,-0.731707317073171,"0"
"9474","Manufacturing",8e+06,"USA",54.7142857142857,6,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"9475","Bitcoin",313000,"USA",32.7142857142857,3,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9476","Finance",2377667.31041814,"ESP",128.714285714286,1,354.665676198768,128.062318228275,1097.19,31.1333333333333,-0.307692307692308,32.8166666666667,0.111111111111111,"0"
"9477","Finance",18867,"AUS",0,1,515.222230010564,116.94281709451,1543.538,27.9,3.33333333333333,34.1333333333333,5.33333333333333,"0"
"9478","Financial Services",22100000,"USA",46.1428571428571,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9479","Finance",12436303,"USA",133.285714285714,1,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"9480","Developer APIs",9400000,"USA",79.4285714285714,20,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9481","Content Syndication",234377,"GBR",49.8571428571429,2,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"9482","Enterprise Software",39734188,"USA",455,9,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"9483","Software",4555940,"KOR",143.571428571429,4,489702.373787573,225134.652731855,1578288.368,18.5666666666667,-0.8,13.8166666666667,-0.756756756756757,"0"
"9484","Apps",525000,"USA",169.428571428571,2,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9485","Crowdfunding",160000,"USA",9.14285714285714,3,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9486","Advertising",4818112,"USA",156.857142857143,4,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9487","Advertising",4699999,"USA",84.1428571428571,2,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"9488","Curated Web",6e+06,"USA",42.8571428571429,10,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"9489","3D Printing",250000,"USA",107.857142857143,3,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9490","Big Data",1900000,"USA",0,7,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9491","Advertising",2288352,"USA",118.714285714286,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9492","Curated Web",5e+06,"IND",0,1,33381.9487012152,5817.33538683906,81240.942,3.25,1,6.46666666666667,-0.625,"0"
"9493","Consumers",1025000,"USA",61,3,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9494","Guides",5e+06,"USA",0,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"9495","Content",1200000,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9496","Local",25000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9497","Web Hosting",40000,"DEU",0,1,354.665676198768,149.855723180665,1073.778,27.9,-0.541666666666667,41.6166666666667,0.314285714285714,"0"
"9498","Search",40000,"USA",0,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9499","Big Data",6725000,"USA",128.428571428571,16,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9500","B2B",1100000,"USA",0,8,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9501","Bridging Online and Offline",25200,"USA",36.8571428571429,4,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9502","Advertising",1290000,"USA",21,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9503","Software",560000,"USA",0,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9504","Curated Web",650206,"USA",26.2857142857143,9,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9505","Curated Web",172500,"USA",92,1,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"1"
"9506","E-Commerce",175000,"USA",132,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9507","Curated Web",5e+06,"IND",0,2,33381.9487012152,3949.55095556065,79770.738,5.85,6,5.71666666666667,-0.6,"0"
"9508","Ad Targeting",8850000,"USA",278.285714285714,27,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9509","Advertising",532219,"NLD",83,3,354.665676198768,128.227526568986,1097.738,22.45,-0.411764705882353,45.6166666666667,0.111111111111111,"0"
"9510","Hotels",50000,"ZAF",13.1428571428571,2,7044.74567564105,1222.56491779373,13418.542,8.05,0.333333333333333,3.3,-0.916666666666667,"0"
"9511","E-Commerce",12500,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9512","Local",10255000,"USA",196.285714285714,3,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"1"
"9513","App Marketing",59750000,"USA",288.714285714286,20,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9514","Advertising",8650000,"USA",183.428571428571,4,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"9515","Advertising",216977,"GBR",56.4285714285714,6,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"9516","Enterprise Software",11735000,"USA",112.428571428571,1,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"9517","Analytics",2500000,"CAN",0,4,505.85272116889,225.836926852098,1408.006,16.85,0.571428571428571,37.0166666666667,-0.235294117647059,"1"
"9518","Advertising",5041000,"USA",65.4285714285714,7,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9519","Software",630000,"USA",0,2,408.171554463965,83.0290823747921,1265.688,17.2333333333333,-0.409090909090909,61.6333333333333,0.0208333333333333,"0"
"9520","Automotive",915000,"USA",51.8571428571429,5,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9521","Location Based Services",898130,"USA",54.5714285714286,5,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9522","Curated Web",2500000,"AUS",0,1,515.222230010564,229.537359660688,1346.716,21.8166666666667,-0.375,26.0166666666667,-0.416666666666667,"0"
"9523","Social Media",18093000,"USA",166.714285714286,18,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"9524","Android",3200000,"USA",0,4,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"1"
"9525","Hardware + Software",2200000,"USA",165.142857142857,2,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9526","Governance",8e+06,"USA",119.571428571429,8,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9527","Sports",250000,"USA",0,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9528","Ad Targeting",400344,"GBR",89.1428571428571,2,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"9529","Mobile",9e+06,"USA",82.7142857142857,13,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9530","Games",4565002,"USA",75,11,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9531","E-Commerce",10800000,"JPN",68.5714285714286,2,38839.0739421941,12082.6970034993,127283.422,14.2333333333333,1.69230769230769,20.2,-0.05,"0"
"9532","Curated Web",2559510,"DEU",72.4285714285714,1,354.665676198768,180.186576914042,640.76,35.2833333333333,0.0588235294117647,45.0666666666667,-0.365384615384615,"0"
"9533","Advertising",4600000,"USA",32.7142857142857,19,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"9534","Travel & Tourism",3272251,"GBR",0,1,332.650930201571,97.3817857712622,866.34,46.0166666666667,0.037037037037037,41.15,-0.025,"0"
"9535","SaaS",682683,"ESP",66.1428571428571,6,354.665676198768,128.062318228275,1097.19,31.1333333333333,-0.307692307692308,32.8166666666667,0.111111111111111,"0"
"9536","Software",17132114,"USA",283.285714285714,2,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"9537","Art",2250000,"USA",64.7142857142857,8,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9538","Games",6e+05,"ITA",5.42857142857143,1,354.665676198768,254.506711601089,770.57,22.1833333333333,-0.117647058823529,23.3166666666667,0.636363636363636,"1"
"9539","Application Performance Monitoring",11100000,"USA",191,8,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"1"
"9540","Software",8250000,"USA",0,2,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9541","Enterprise Software",33400000,"USA",242.571428571429,14,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9542","Biotechnology",79437580,"USA",154.142857142857,8,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"0"
"9543","Software",15604,"GBR",0,1,332.650930201571,120.912204925723,899.39,45.9,0.151515151515152,33.8666666666667,0.172413793103448,"0"
"9544","Customer Support Tools",3e+06,"USA",0,1,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"9545","Software",4e+06,"USA",0,3,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"9546","Analytics",10600000,"IND",24,1,33381.9487012152,4959.96330205981,80662.284,6.95,0,5,-0.5,"0"
"9547","Facebook Applications",1300000,"CAN",0,6,505.85272116889,122.296525175493,1529.582,17.9333333333333,-0.36,44.2666666666667,0.6,"0"
"9548","Enterprise Software",1e+06,"FRA",0,1,354.665676198768,69.3918441173024,1062.824,30.1666666666667,-0.172413793103448,33.7666666666667,1.8,"0"
"9549","Brand Marketing",4800000,"USA",143,6,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9550","Education",120000,"USA",0,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"9551","Brand Marketing",50190,"BRA",0,1,2039.5468217166,588.243429075073,3485.36,14.1166666666667,-0.388888888888889,14.9166666666667,0.555555555555556,"0"
"9552","Analytics",9200000,"ISR",32.8571428571429,3,1338.02627967053,118.262936924465,4575.43,13.2833333333333,-0.133333333333333,9.91666666666667,-0.666666666666667,"0"
"9553","Software",1262354,"JPN",187.714285714286,2,38839.0739421941,17144.7589472474,99037.762,18.1166666666667,-0.423076923076923,26.9833333333333,-0.394736842105263,"0"
"9554","Advertising",4e+05,"USA",21.7142857142857,2,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9555","Advertising",4e+06,"RUS",71.2857142857143,4,32694.9996306408,16524.605180101,59832.982,3.95,-0.8,2.61666666666667,0.5,"0"
"9556","Security",787126,"GBR",0,1,332.650930201571,241.986560019353,783.924,39.2166666666667,-0.516666666666667,34.7,-0.64,"0"
"9557","Curated Web",2100000,"USA",106.428571428571,11,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9558","Consumer Goods",1200000,"USA",0,7,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9559","Content",4e+06,"USA",0,3,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"1"
"9560","E-Commerce",22952986,"USA",78,6,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9561","Crowdfunding",40000,"CHL",0,1,294424.696602214,47284.4299421102,787904.286,14.05,0.375,8.73333333333333,-0.571428571428571,"0"
"9562","Advertising",3e+07,"JPN",0,4,38839.0739421941,12082.6970034993,127283.422,14.2333333333333,1.69230769230769,20.2,-0.05,"0"
"9563","Biotechnology",47118258,"USA",267.142857142857,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9564","Biotechnology",520000,"USA",54.2857142857143,1,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9565","Apps",1500000,"USA",0,1,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"9566","Education",40000,"USA",0,1,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9567","E-Commerce",20000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9568","Mobile",2200000,"USA",0,3,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9569","Beauty",375000,"USA",0,1,408.171554463965,45.334081550198,1240.37,17.2333333333333,-0.125,60.1833333333333,-0.157894736842105,"0"
"9570","Curated Web",5e+05,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9571","Analytics",4.8e+07,"USA",105,9,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"0"
"9572","Advertising",3150000,"USA",30,23,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"9573","iOS",34078,"ITA",0,1,354.665676198768,69.3918441173024,1062.824,22.9833333333333,-0.35,24.85,0.692307692307692,"0"
"9574","Security",32652679,"USA",189.857142857143,5,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"9575","Hotels",25000,"RUS",0,1,32694.9996306408,16524.605180101,59832.982,3.95,-0.8,2.61666666666667,0.5,"0"
"9576","Fashion",1500000,"SWE",0,1,3592.94496040463,1467.34952926356,9375.906,12.6,0.111111111111111,19.1666666666667,-0.571428571428571,"0"
"9577","Consumers",2229331,"NLD",0,2,354.665676198768,69.1122172267682,1060.602,21.3,-0.2,49.4666666666667,2.71428571428571,"0"
"9578","Fashion",160000,"POL",0,1,1591.62307524241,528.90461619275,4577.504,31.0833333333333,-0.297872340425532,6.55,-0.3,"0"
"9579","Marketplaces",1e+06,"USA",0,6,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9580","Cyber Security",2.82e+08,"USA",307.571428571429,36,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"0"
"9581","E-Commerce",5e+05,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9582","E-Commerce",5e+05,"USA",0,1,408.171554463965,352.998002657239,1262.176,19.5,-0.653846153846154,57.8,-0.18,"0"
"9583","Internet",76000,"UKR",0,1,14365.5501871213,5514.74545972704,15385.864,5.98333333333333,-0.666666666666667,1.16666666666667,0,"0"
"9584","Curated Web",7500000,"USA",226,10,408.171554463965,189.531864154817,605.426,28.0333333333333,-0.766666666666667,65.8333333333333,-0.368421052631579,"0"
"9585","E-Commerce",29200000,"USA",128.714285714286,41,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9586","E-Commerce",6e+05,"SWE",0,1,3592.94496040463,1103.69341147349,9630.824,13.8666666666667,1.85714285714286,21.0166666666667,0.166666666666667,"0"
"9587","Advertising",739000,"USA",150.714285714286,3,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9588","Big Data Analytics",3500000,"USA",41.5714285714286,8,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9589","Advertising",1400000,"USA",0,1,408.171554463965,340.528621381522,1067.886,19.3333333333333,0.5,61.2666666666667,-0.371428571428571,"1"
"9590","Advertising Networks",3500000,"GBR",61.8571428571429,7,332.650930201571,121.755071845078,881.552,45.7333333333333,-0.222222222222222,38.4666666666667,0.0606060606060606,"0"
"9591","Textiles",17000,"USA",0,1,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9592","Mobile",1.3e+07,"USA",37.5714285714286,2,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"1"
"9593","Location Based Services",39105997,"USA",256.714285714286,5,408.171554463965,210.047633240653,718.264,21.7666666666667,-0.380952380952381,65.05,-0.192771084337349,"1"
"9594","Curated Web",9030000,"USA",126.571428571429,7,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9595","Advertising",4750000,"USA",77.8571428571429,4,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9596","Enterprise Software",97500,"USA",0,1,408.171554463965,278.36787997181,1369.97,19.4333333333333,1.28571428571429,54.3666666666667,-0.285714285714286,"0"
"9597","Education",12123837,"USA",48.5714285714286,17,408.171554463965,209.62457262926,1415.58,21.4833333333333,-0.368421052631579,52.55,0.0943396226415094,"1"
"9598","E-Commerce",1500000,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9599","Delivery",224229,"ITA",0,2,354.665676198768,69.1122172267682,1060.602,23.45,-0.15,23.15,1.75,"0"
"9600","Internet Marketing",25000,"USA",0,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
"9601","Kids",9837165,"GBR",55.1428571428571,7,332.650930201571,121.755071845078,881.552,45.7333333333333,-0.222222222222222,38.4666666666667,0.0606060606060606,"0"
"9602","Hospitality",44500000,"USA",96,8,408.171554463965,191.017660911236,1428.606,21.6666666666667,0.230769230769231,53.2166666666667,-0.350649350649351,"0"
"9603","Ad Targeting",61689765,"USA",368.571428571429,14,408.171554463965,243.681234607838,874.39,20.3666666666667,-0.387096774193548,63.4,-0.366197183098592,"0"
"9604","Android",9500000,"CHE",0,3,323.323369107507,251.580853007537,1244.06,17.3,-0.875,26.8666666666667,-0.628571428571429,"0"
"9605","Advertising",6e+06,"USA",191.714285714286,2,408.171554463965,199.044996847447,1350.798,19.3,-0.62962962962963,54.2,-0.142857142857143,"0"
"9606","Babies",535000,"USA",102.142857142857,1,408.171554463965,90.000543498359,1268.706,17.2,0.2,57.0833333333333,0.0222222222222222,"0"
